date,open,high,low,close,volume,daily_return,gap_pct,close_lag1,close_lag5,close_lag10,ma_7,ma_20,ma_50,ma_200,volatility_20,volatility_30,avg_volume_20,volume_ratio_20,momentum_5d,momentum_10d,distance_from_ma20,distance_from_ma50,upper_band_20,lower_band_20,rsi_14,day_of_week,month,quarter,market_regime,next_day_close,next_day_return,target_direction
1994-10-17,6.18169075236601,6.255107507144704,6.167007401410271,6.240424156188965,3663600,1.431970585226261,0.4773167444241421,6.152324676513672,5.961441993713379,6.034858703613281,6.116665363311768,5.984934163093567,5.8634652900695805,5.14071939945221,1.4675386913723578,1.3197144319043275,4597920.0,0.7967950725545464,4.6797765166512795,3.4063010034121266,4.26888560731196,6.428943422890307,6.285990761768499,5.683877564418635,62.71182242555977,0,10,4,bullish,6.240424156188965,0.0,0
1994-10-18,6.255107507144704,6.269790858100443,6.167007401410271,6.240424156188965,4950000,0.0,0.23529411764706162,6.240424156188965,6.122957229614258,5.888026237487793,6.154422419411795,6.006959319114685,5.877064342498779,5.14584968328476,1.4365571832518174,1.3175540082844581,4622820.0,1.0707749815047958,1.9184672074233466,5.984992329985395,3.886572634700116,6.182675439889671,6.3153881861030365,5.698530452126334,59.99996457294755,1,10,4,bullish,6.401940822601318,2.588232183739766,1
1994-10-19,6.313840719537998,6.4459908741329786,6.299157369027444,6.401940822601318,10454000,2.588232183739758,1.1764675206607864,6.240424156188965,6.167009353637695,5.917390823364258,6.217350823538644,6.037060308456421,5.8933099842071535,5.15185956954956,1.5152885863795948,1.3566088477409892,4872480.0,2.1455193248612616,3.809487800193545,8.188575230215678,6.044009758090221,8.630647967902416,6.376373510953988,5.697747105958854,72.13118332349329,2,10,4,bullish,6.445992469787598,0.6880983190403761,1
1994-10-20,6.4606758239329,6.475359178078202,6.343208990770484,6.445992469787598,6784800,0.6880983190403756,0.9174561739812449,6.401940822601318,6.196375370025635,5.932074069976807,6.263498714991978,6.071566271781921,5.908286991119385,5.158161752223968,1.4859604547042404,1.352334473348428,4931820.0,1.3757193084905774,4.0284373501557225,8.663384741128155,6.166879866663919,9.100869329408432,6.430286212081406,5.712846331482436,71.18651251241884,3,10,4,bullish,6.4166259765625,-0.4555775291817136,0
1994-10-21,6.4459926858373855,6.4459926858373855,6.3872592672876145,6.4166259765625,9558400,-0.45557752918171657,3.351691595211645e-06,6.445992469787598,6.152324676513672,5.9761247634887695,6.2991582325526645,6.102401518821717,5.9244386672973635,5.164821240901947,1.5028500334838788,1.3586844946128762,5237620.0,1.8249510273750291,4.29595825879916,7.371017682980452,5.149193424451288,8.30774587948709,6.4687458478961,5.736057189747333,72.41386067876743,4,10,4,bullish,6.343207836151123,-1.1441860672500712,0
1994-10-24,6.401941242041412,6.445991296459128,6.328524484678551,6.343207836151123,4690800,-1.1441860672500748,-0.22885445676163887,6.4166259765625,6.240424156188965,5.961441993713379,6.32013429914202,6.131034111976623,5.93706636428833,5.170825555324554,1.532195253497986,1.3636493786928996,5342820.0,0.8779633227396768,1.6470624013629198,6.403917757487765,3.4606515034719947,6.8407770259357195,6.477127650828791,5.784940573124455,79.24512925839485,0,10,4,bullish,6.372576713562012,0.46299724318522195,1
1994-10-25,6.328526644113427,6.401943426527735,6.313843287630565,6.372576713562012,4897600,0.46299724318521474,-0.23144743821927935,6.343207836151123,6.240424156188965,6.122957229614258,6.351598875863211,6.148654174804688,5.948225746154785,5.176472563743591,1.2377778740492142,1.3634545998302068,5204920.0,0.9409558648355787,2.1176854980599957,4.076779807319997,3.6418138407407987,7.134076370278102,6.506661042860996,5.7906473067483795,79.24524371189608,1,10,4,bullish,6.387257099151611,0.23036812657518985,1
1994-10-26,6.387257099151611,6.401940448804833,6.357890399845167,6.387257099151611,3306400,0.23036812657519778,0.23036812657518985,6.372576713562012,6.401940822601318,6.167009353637695,6.372575010572161,6.1640716075897215,5.959678735733032,5.182769129276275,1.227291710831825,1.3312072665602719,4991280.0,0.6624352871407735,-0.22936362357283135,3.5713865973626246,3.6207478720248014,7.174520345449253,6.535729430487351,5.792413784692092,79.24516740970219,2,10,4,bullish,6.387257099151611,0.0,0
1994-10-27,6.387257099151611,6.416623798458056,6.372573749498389,6.387257099151611,3818400,0.0,0.0,6.387257099151611,6.445992469787598,6.196375370025635,6.39355114528111,6.183159899711609,5.971718988418579,5.189137721061707,1.1803554335096789,1.3047362493695827,4914760.0,0.7769250177017799,-0.9111920454651368,3.0805385039994304,3.3008559175304786,6.958433769889671,6.5597071163810075,5.806612683042211,77.99986100854538,3,10,4,bullish,6.47536039352417,1.3793603890512085,1
1994-10-28,6.372576895214262,6.490043750425586,6.372576895214262,6.47536039352417,5594000,1.3793603890511985,-0.22983580760040073,6.387257099151611,6.4166259765625,6.152324676513672,6.404039655412946,6.202982497215271,5.988164319992065,5.196306941509246,1.1872024657308025,1.3181623590203049,4948400.0,1.130466413386145,0.9153473675449497,5.250628567176863,4.391079556184117,8.13598370882298,6.597723221002945,5.808241773427597,81.8180637291226,4,10,4,bullish,6.4166259765625,-0.90704475723712,0
1994-10-31,6.490042749749714,6.592826232211814,6.4166259765625,6.4166259765625,4649200,-0.9070447572371187,0.22674191602103314,6.47536039352417,6.343207836151123,6.240424156188965,6.399844442095075,6.222070860862732,6.001379375457764,5.2031824898719785,1.1963405137156822,1.3365628428800167,5008680.0,0.9282285951588043,1.157429211020844,2.82355519374089,3.1268547088322918,6.919185992521309,6.619493279398581,5.8246484423268825,70.83323748892151,0,10,4,bullish,6.548774719238281,2.059473984590507,1
1994-11-01,6.372574502577161,6.563458070626708,6.372574502577161,6.548774719238281,5868400,2.0594739845904986,-0.6865208311383882,6.4166259765625,6.372576713562012,6.240424156188965,6.4187228339059015,6.255108284950256,6.016943750381469,5.210502722263336,1.068323268602888,1.3495495516023794,5059980.0,1.15976742991079,2.764941303904389,4.9411795629870525,4.6948257473748995,8.83888882662555,6.645400192427533,5.864816377472979,74.07384465872283,1,11,4,bullish,6.519408702850342,-0.44842001209281407,0
1994-11-02,6.519408702850342,6.636875526325123,6.490041996981646,6.519408702850342,5975200,-0.44842001209280946,-0.44842001209281407,6.548774719238281,6.387257099151611,6.401940822601318,6.443894386291504,6.2852091789245605,6.033095464706421,5.217964215278625,1.0909362120357384,1.3567606819132119,5071880.0,1.1781035828923396,2.0689883254626285,1.8348791952952137,3.7262009466780275,8.060758212576788,6.658314856809308,5.912103501039813,70.37024563969396,2,11,4,bullish,6.401940822601318,-1.8018180114657556,0
1994-11-03,6.519407626685746,6.519407626685746,6.401940822601318,6.401940822601318,3990400,-1.80181801146575,-1.650708898168435e-05,6.519408702850342,6.387257099151611,6.445992469787598,6.448089259011405,6.308702516555786,6.045429391860962,5.225270509719849,1.205284529811563,1.4001147001802932,5134180.0,0.7772224581140513,0.22989090969356418,-0.6833958834539411,1.4779315683510075,5.897206097888305,6.645598691671025,5.971806341440547,64.40666024882088,3,11,4,bullish,6.181689739227295,-3.4403798703738753,0
