date,open,high,low,close,volume,daily_return,gap_pct,close_lag1,close_lag5,close_lag10,ma_7,ma_20,ma_50,ma_200,volatility_20,volatility_30,avg_volume_20,volume_ratio_20,momentum_5d,momentum_10d,distance_from_ma20,distance_from_ma50,upper_band_20,lower_band_20,rsi_14,day_of_week,month,quarter,market_regime,next_day_close,next_day_return,target_direction
1994-10-17,7.1985217236056185,7.313928885507112,7.1985217236056185,7.285077095031738,3547200,1.16182473704598,-0.040097933097146404,7.201409339904785,6.871459484100342,6.814078330993652,7.086299487522671,6.913659191131591,6.7572225570678714,6.469838135242462,1.2938755585588264,1.4068204410215617,3185280.0,1.1136226642555755,6.01935603183652,6.912141909137737,5.3722333373993685,7.811708634810989,7.236404362983148,6.590914019280035,74.12336297476554,0,10,4,bullish,7.342777729034424,0.7920387560762548,1
1994-10-18,7.313925950138414,7.371629507930433,7.313925950138414,7.342777729034424,3576000,0.7920387560762521,0.3959993110622041,7.285077095031738,7.158371925354004,6.771040916442871,7.153630665370396,6.937942337989807,6.780133543014526,6.474134380817413,1.23625047356292,1.4088997402357275,3167020.0,1.1291371699578785,2.576085813972284,8.44385404913357,5.83509304809116,8.298423363645721,7.311807820225938,6.564076855753677,78.07497904813462,1,10,4,bullish,7.443760871887207,1.3752716829964904,1
1994-10-19,7.357205512911775,7.4581867650497795,7.328353726586631,7.443760871887207,4817600,1.3752716829964928,0.19648945412444416,7.342777729034424,7.057947158813477,6.756696701049805,7.235388006482806,6.969426465034485,6.80621190071106,6.479428853988647,1.23401948014417,1.418758421167608,3263320.0,1.4762879521468935,5.4663729324177845,10.168640109754401,6.805931725263924,9.367163122111158,7.400976483170099,6.5378764468988715,81.40010005877977,2,10,4,bullish,7.22737455368042,-2.9069488116418625,0
1994-10-20,7.3716335268077735,7.400485321433244,7.212948656367685,7.22737455368042,3894800,-2.906948811641863,-0.9689637579820208,7.443760871887207,7.158371925354004,6.871459484100342,7.245245524815151,6.988656759262085,6.824806547164917,6.483923287391662,1.4445547501714195,1.526201274897703,3276440.0,1.188729230506281,0.9639430452337505,5.1796138855743745,3.4157893661319343,5.8985995241540365,7.430594399796832,6.546719118727338,66.15486115756707,3,10,4,bullish,7.198522090911865,-0.3992108414232116,0
1994-10-21,7.227373882859408,7.241799778833179,7.169670298964323,7.198522090911865,4105600,-0.3992108414232143,-9.281669395845123e-06,7.22737455368042,7.201409339904785,6.871459484100342,7.265327657972064,7.010748028755188,6.842250337600708,6.487850606441498,1.4086434658738505,1.4977269872327965,3364040.0,1.2204373313040273,-0.04009283261987573,4.759725463976072,2.6783741390577114,5.206938298549401,7.448010969316138,6.573485088194238,66.14585231648904,4,10,4,bullish,7.097536087036133,-1.4028713477621644,0
1994-10-24,7.198517291526485,7.285072609661071,7.083110200680369,7.097536087036133,3685200,-1.402871347762169,-6.667181568742867e-05,7.198522090911865,7.285077095031738,6.871459484100342,7.256636823926653,7.023486399650574,6.855666007995605,6.491343474388122,1.4406977655796958,1.5195411460456076,3447180.0,1.0690477433728438,-2.5743174100862243,3.290081291447655,1.054315238500964,3.5280318317496797,7.454950115532181,6.592022683768967,63.07567856185296,0,10,4,bullish,7.169668197631836,1.0162979055147692,1
1994-10-25,7.039835171920194,7.184094089377575,7.039835171920194,7.169668197631836,4778000,1.0162979055147625,-0.8129710706414245,7.097536087036133,7.342777729034424,7.158371925354004,7.252102375030518,7.03911406993866,6.870811166763306,6.493998959064483,1.4524394659747275,1.5246411593975095,3586880.0,1.3320769024890713,-2.3575482983515528,0.1578050483493687,1.8546954403072171,4.349661540899473,7.467837899753846,6.610390240123474,65.80727212197493,1,10,4,bullish,7.184095859527588,0.2012319328880164,1
1994-10-26,7.2129476501281005,7.256225336028869,7.111966383026307,7.184095859527588,3682400,0.201231932888013,0.6036465189638742,7.169668197631836,7.443760871887207,7.057947158813477,7.2376764842442105,7.056897711753845,6.885384225845337,6.496938006877899,1.4443975828206999,1.5196014181046091,3639820.0,1.0116983806891549,-3.4883577915606367,1.787328494753404,1.8024655162832173,4.338343713063841,7.478267264401195,6.635528159106496,62.96240060418421,2,10,4,bullish,7.241800785064697,0.8032315640747023,1
1994-10-27,7.241800785064697,7.256226683042914,7.140819499217182,7.241800785064697,3821200,0.8032315640747134,0.8032315640747023,7.184095859527588,7.22737455368042,7.158371925354004,7.22325120653425,7.078283834457397,6.90111138343811,6.500165579319,1.4446632962733965,1.2959916807224157,3738820.0,1.022033689773779,0.1996054207116016,1.165472548516222,2.3101214140536763,4.936732400004491,7.491092951675613,6.6654747172391815,64.65374563309467,3,10,4,bullish,7.414907932281494,2.390388141770049,1
1994-10-28,7.2273713503366315,7.414907932281494,7.2273713503366315,7.414907932281494,2884400,2.390388141770039,-0.19925202523969845,7.241800785064697,7.198522090911865,7.201409339904785,7.219129358019147,7.106890797615051,6.92030068397522,6.505104367733002,1.5175670822277179,1.3404125634376047,3750200.0,0.7691323129433096,3.0059759300150812,2.964677916496994,4.33406314291206,7.147193032400982,7.530145161298637,6.683636433931466,68.91245430752207,4,10,4,bullish,7.25622034072876,-2.140115467406859,0
1994-10-31,7.414905079790422,7.429330965159664,7.212942684621034,7.25622034072876,2546000,-2.1401154674068557,-3.846967619615865e-05,7.414907932281494,7.097536087036133,7.285077095031738,7.223250184740339,7.128997898101806,6.9366031265258785,6.508577983379364,1.6130301405690464,1.4066192680460412,3759780.0,0.6771672810643176,2.2357653662722354,-0.3961077408866198,1.7845768009109415,4.607690657414879,7.5336344242233695,6.724361371980243,53.738888720855954,0,10,4,bullish,7.299502849578857,0.596488348171504,1
1994-11-01,7.2273733747806475,7.299502849578857,7.212947479821006,7.299502849578857,3009200,0.5964883481714978,-0.3975480979566718,7.25622034072876,7.169668197631836,7.342777729034424,7.237676007407052,7.155420994758606,6.952336721420288,6.5123388695716855,1.597916792354582,1.3759254937303005,3742280.0,0.8041087251622006,1.8108878733036349,-0.5893529812900478,2.013604160059803,4.993517173714326,7.529501213797484,6.781340775719727,59.65156887363846,1,11,4,bullish,7.25622034072876,-0.5929514617916044,0
1994-11-02,7.241794455359518,7.285072111467244,7.227368569990276,7.25622034072876,3226000,-0.5929514617916021,-0.7905797889053385,7.299502849578857,7.184095859527588,7.443760871887207,7.260345186505999,7.180397176742554,6.966343927383423,6.515883343219757,1.6076957382744412,1.3752054427249183,3736320.0,0.8634164097293594,1.0039465314973572,-2.5194325071178802,1.055974511156547,4.161098222639941,7.505941029795085,6.8548533236900235,54.096687600993256,2,11,4,bullish,7.22737455368042,-0.3975318512095071,0
1994-11-03,7.270652245618626,7.299504040244097,7.212948656367685,7.22737455368042,2042800,-0.3975318512095094,0.19889011375330978,7.25622034072876,7.241800785064697,7.22737455368042,7.268588951655796,7.198192930221557,6.978913469314575,6.519000141620636,1.584653329171768,1.379170961818217,3609680.0,0.565922741074001,-0.19920779116197052,0.0,0.4054020744059782,3.5601685772190423,7.489769371551146,6.906616488891968,51.10017751381258,3,11,4,bullish,7.126389503479004,-1.397257737942903,0
1994-11-04,7.212944841577939,7.241796620944251,7.126389503479004,7.126389503479004,2417200,-1.397257737942903,-0.19965358091386995,7.22737455368042,7.414907932281494,7.198522090911865,7.260345186505999,7.210939431190491,6.988602609634399,6.521045160293579,1.6271670990341458,1.384447713422486,3606160.0,0.6702974909599131,-3.8910588160696924,-1.0020471774883966,-1.1725230605289996,1.971594344978973,7.461824778016168,6.960054084364814,43.37345990966343,4,11,4,bullish,7.184095859527588,0.8097558521101399,1
1994-11-07,7.14081817362682,7.198521754827844,7.097540487726051,7.184095859527588,2147200,0.8097558521101389,0.2024681662540637,7.126389503479004,7.25622034072876,7.097536087036133,7.2521016257149835,7.226571249961853,6.995142230987549,6.52330783367157,1.6321310189856664,1.3744398447980497,3626460.0,0.5920925640983218,-0.9939676279721144,1.2195749543219447,-0.5877668532568495,2.7012121026360245,7.421003372956254,7.032139126967452,43.37373051922968,0,11,4,bullish,7.270646572113037,1.2047544225160245,1
1994-11-08,7.184091255778358,7.299498344224597,7.140813597611019,7.270646572113037,3833600,1.204754422516019,-6.408251392875323e-05,7.184095859527588,7.299502849578857,7.169668197631836,7.231492859976632,7.232184982299804,7.003699789047241,6.526640992164612,1.368581472909626,1.3873401051165135,3346320.0,1.1456166774247531,-0.39531839442304983,1.4084107060150286,0.5318114775460591,3.8115109314545683,7.4248010421746065,7.039568922425002,42.682861449073464,1,11,4,bullish,7.198522090911865,-0.9919954227703663,0
1994-11-09,7.328355154675807,7.328355154675807,7.155244402990552,7.198522090911865,4125600,-0.9919954227703642,0.7937200906465991,7.270646572113037,7.25622034072876,7.184095859527588,7.223250252859933,7.2392137289047245,7.009093360900879,6.529967827796936,1.3479704026065604,1.4001161478611692,3382260.0,1.2197761260222455,-0.7951557023845757,0.2008078910186839,-0.5621002434336994,2.7026138796735757,7.414542473673045,7.063884984136404,48.61109325792146,2,11,4,bullish,7.184095859527588,-0.20040546103887716,0
