date,form_type,accession_number,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,total_words
2005-12-14,8-K,0000021344-05-000166,0,1,2,2,1,0.0,0.5319,1.0638,-0.5319,188
2006-02-07,8-K,0001104659-06-006325,0,1,1,1,4,0.0,0.4525,0.4525,-0.4525,221
2006-02-16,8-K,0000021344-06-000008,0,1,4,1,1,0.0,0.3759,1.5038,-0.3759,266
2006-02-17,8-K,0000021344-06-000017,2,1,4,1,2,0.5102,0.2551,1.0204,0.2551,392
2006-02-28,10-K,0001047469-06-002588,4,1,11,1,2,1.6064,0.4016,4.4177,1.2048,249
2006-04-05,8-K,0000021344-06-000022,0,1,6,1,1,0.0,0.6024,3.6145,-0.6024,166
2006-04-10,8-K,0001104659-06-023851,0,1,2,1,1,0.0,0.4386,0.8772,-0.4386,228
2006-04-19,8-K,0001104659-06-025795,0,1,1,1,4,0.0,0.4098,0.4098,-0.4098,244
2006-04-27,10-Q,0001104659-06-028278,168,125,168,106,26,1.8117,1.348,1.8117,0.4637,9273
2006-07-18,8-K,0001104659-06-047391,0,1,1,1,4,0.0,0.4237,0.4237,-0.4237,236
2006-07-27,10-Q,0001104659-06-049246,273,187,235,162,20,2.1112,1.4461,1.8173,0.6651,12931
2006-09-12,8-K,0000021344-06-000086,1,3,6,1,2,0.3521,1.0563,2.1127,-0.7042,284
2006-10-19,8-K,0001104659-06-067365,0,1,1,1,4,0.0,0.4049,0.4049,-0.4049,247
2006-10-20,8-K,0000021344-06-000108,2,8,14,1,6,0.319,1.2759,2.2329,-0.9569,627
2006-10-26,10-Q,0001047469-06-013139,3,1,11,1,2,1.3889,0.463,5.0926,0.9259,216
2006-12-08,8-K,0000021344-06-000111,0,1,2,1,1,0.0,0.365,0.7299,-0.365,274
2006-12-29,8-K,0001104659-06-084342,11,8,8,3,8,0.9499,0.6908,0.6908,0.2591,1158
2007-01-19,8-K,0000021344-07-000004,0,1,1,1,1,0.0,0.6024,0.6024,-0.6024,166
2007-02-14,8-K,0001104659-07-010602,0,1,1,1,4,0.0,0.3968,0.3968,-0.3968,252
2007-02-14,8-K,0000021344-07-000010,1,1,5,1,1,0.33,0.33,1.6502,0.0,303
2007-02-21,10-K,0001047469-07-001328,3,1,11,1,2,1.1952,0.3984,4.3825,0.7968,251
2007-03-02,8-K,0000021344-07-000044,0,1,3,1,1,0.0,0.4854,1.4563,-0.4854,206
2007-03-06,8-K,0000021344-07-000050,0,1,1,1,1,0.0,0.6757,0.6757,-0.6757,148
2007-04-02,8-K,0000021344-07-000056,0,1,1,1,1,0.0,0.3968,0.3968,-0.3968,252
2007-04-17,8-K,0001104659-07-028697,0,1,1,1,4,0.0,0.4975,0.4975,-0.4975,201
2007-04-24,8-K,0000021344-07-000078,0,2,4,1,1,0.0,0.578,1.1561,-0.578,346
2007-04-26,10-Q,0001047469-07-003223,3,1,11,1,2,1.4085,0.4695,5.1643,0.939,213
2007-05-31,8-K,0001104659-07-044380,2,6,19,6,7,0.173,0.519,1.6436,-0.346,1156
2007-06-13,8-K,0000021344-07-000083,2,5,17,5,9,0.2146,0.5365,1.824,-0.3219,932
2007-07-17,8-K,0001104659-07-054278,0,1,1,1,4,0.0,0.4831,0.4831,-0.4831,207
2007-07-26,10-Q,0001047469-07-005866,3,1,11,1,2,1.3575,0.4525,4.9774,0.905,221
2007-10-17,8-K,0001047469-07-007701,0,1,1,2,4,0.0,0.346,0.346,-0.346,289
2007-10-24,8-K,0000021344-07-000146,3,2,3,4,2,0.9259,0.6173,0.9259,0.3086,324
2007-10-24,10-Q,0001047469-07-007893,3,1,11,1,2,1.4085,0.4695,5.1643,0.939,213
2007-10-26,8-K,0001047469-07-008018,1,3,11,2,8,0.2304,0.6912,2.5346,-0.4608,434
2007-10-29,8-K,0001047469-07-008056,0,1,1,2,1,0.0,0.2208,0.2208,-0.2208,453
2007-10-31,8-K,0001047469-07-008187,0,1,1,2,1,0.0,0.3704,0.3704,-0.3704,270
2007-11-15,8-K,0000021344-07-000152,1,1,1,1,1,0.6024,0.6024,0.6024,0.0,166
2007-12-11,8-K,0000021344-07-000154,0,1,2,1,1,0.0,0.3125,0.625,-0.3125,320
2007-12-19,8-K,0000021344-07-000156,1,2,10,1,1,0.2538,0.5076,2.5381,-0.2538,394
