date,open,high,low,close,volume,daily_return,gap_pct,close_lag1,close_lag5,close_lag10,ma_7,ma_20,ma_50,ma_200,volatility_20,volatility_30,avg_volume_20,volume_ratio_20,momentum_5d,momentum_10d,distance_from_ma20,distance_from_ma50,upper_band_20,lower_band_20,rsi_14,day_of_week,month,quarter,market_regime,next_day_close,next_day_return,target_direction,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,lm_sentiment_ma5,lm_sentiment_ma20,lm_sentiment_delta,lm_uncertainty_zscore,lm_litigation_spike,lm_neg_dominant
2005-06-21,7.154898394756047,7.210285585472974,7.077902092693303,7.149185657501221,604686708,0.3976147401244301,0.4778399883553006,7.120872020721436,6.913479328155518,7.280326843261719,6.983485562460763,6.924718523025513,6.036487236022949,4.72431945681572,2.277328972685822,2.1319681151865217,742329127.8,0.8145803328397968,3.409373459551346,-1.8013090426273304,3.241534420920182,18.432879553496036,7.455166718756509,6.394270327294517,49.8787002252523,1,6,2,bullish,7.185448169708252,0.5072257728960098,1,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-22,7.194637957554817,7.260456299040712,7.16980073147718,7.185448169708252,418541040,0.5072257728960139,0.6357689145463136,7.149185657501221,6.82530689239502,6.9435319900512695,7.006726196834019,6.966072750091553,6.083847093582153,4.747631802558899,2.2755110773654343,2.132779362218868,705228066.0,0.593483243476019,5.276558006710497,3.48405076845042,3.1491979410323534,18.106981638118043,7.436134618301082,6.496010881882024,51.039784768075,2,6,2,bullish,7.195631504058838,0.141721631136606,1,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-23,7.153159614558467,7.3223022592622735,7.115904011187076,7.195631504058838,561693744,0.1417216311366154,-0.4493603514656779,7.185448169708252,6.890878200531006,7.111185073852539,7.047033650534494,7.00196270942688,6.13192229270935,4.7709056496620175,2.25873954746134,2.131916607396344,697233069.0,0.8056039923717387,4.422561169407224,1.1875155734141218,2.765921537560005,17.34707585277462,7.422014830873675,6.581910587980085,57.86319772724659,3,6,2,bullish,7.382905960083008,2.602613209397036,1,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-24,7.22518831181088,7.401533052442186,7.192403133752951,7.382905960083008,710137152,2.602613209397031,0.4107604417398307,7.195631504058838,6.961913108825684,7.016555309295654,7.126690660204206,7.049215817451477,6.184478158950806,4.795114629268646,2.285673594384987,2.126412918808113,705673819.8,1.00632492247093,6.047085688610898,5.221232280489629,4.733720051603844,19.37799391202822,7.410598678695167,6.687832956207788,55.53995861642115,4,6,2,bullish,7.553040981292725,2.3044451890567483,1,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-27,7.423887021074609,7.562230769566593,7.298707036144148,7.553040981292725,711403884,2.3044451890567474,0.5550803601342461,7.382905960083008,7.120872020721436,7.022763729095459,7.221285343170166,7.096530938148499,6.2436407279968265,4.8197992372512815,2.272708447741241,2.137571866212079,716900182.2,0.9923332447996692,6.0690454668149485,7.550834296194764,6.432862015582648,20.971742455078747,7.461761286468446,6.731300589828551,58.90944880785807,0,6,2,bullish,7.50088357925415,-0.6905483786961703,0,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-28,7.607187540121945,7.680953837747007,7.50088357925415,7.50088357925415,760698540,-0.6905483786961653,0.7168842187316339,7.553040981292725,7.149185657501221,6.913479328155518,7.298281124659947,7.127242302894592,6.3007815647125245,4.843953572511673,2.1313512574187787,2.15881648884387,710505982.8,1.070643398388003,4.919412344312435,8.49650694269668,5.242438245824914,19.04687541086629,7.520396260791994,6.73408834499719,72.36851321326667,1,6,2,bullish,7.270392417907715,-3.072853470008855,0,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-29,7.513301855099638,7.559996186939678,7.256235277658762,7.270392417907715,731216052,-3.072853470008852,0.1655575068493845,7.50088357925415,7.185448169708252,6.82530689239502,7.319641181400844,7.133103919029236,6.351111984252929,4.866459947824478,2.110267876913329,2.2785559123914085,676753768.8,1.0804757737759938,1.1821704950508494,6.521106413670919,1.9246670234570589,14.474322542793566,7.531347620402014,6.734860217656458,56.08275617818354,2,6,2,bullish,7.305910587310791,0.4885316687389708,1,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-06-30,7.310629949812048,7.424633410859504,7.228666284325671,7.305910587310791,603172224,0.4885316687389673,0.5534437426681976,7.270392417907715,7.195631504058838,6.890878200531006,7.342030457087925,7.140865612030029,6.398824577331543,4.889080578088761,2.1117193326590304,2.253464518678692,671000128.2,0.8989152142460052,1.532583807130039,6.022924432880017,2.3112740702291745,14.175822434524743,7.546533140002107,6.735198084057951,61.57823035798102,3,6,2,bullish,7.233881950378418,-0.9858954071717682,0,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-07-01,7.328014577700434,7.3578196304575,7.183462106852432,7.233881950378418,368734896,-0.9858954071717664,0.3025494238600983,7.305910587310791,7.382905960083008,6.961913108825684,7.348949568612235,7.1545137643814085,6.442056484222412,4.9110964179039005,2.0273028996284346,2.2714797556305326,651909837.6,0.5656225366340445,-2.018500716524285,3.9065245041331575,1.109344235133661,12.29150144981355,7.552993760689822,6.756033768072995,58.02495137870596,4,7,3,bullish,7.344655990600586,1.5313221999202402,1,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
2005-07-05,7.254993788391107,7.351362577182749,7.208547446300909,7.344655990600586,299460240,1.5313221999202489,0.291846592984345,7.233881950378418,7.553040981292725,7.120872020721436,7.370238780975342,7.16043746471405,6.481746587753296,4.933228989839554,1.8725097733568288,2.276024868752891,621876101.4,0.4815432516635379,-2.7589548528634267,3.1426483895223623,2.57272725017636,13.312914831901685,7.56684687415973,6.75402805526837,66.3711953083783,1,7,3,bullish,7.24058723449707,-1.4169316607435245,0,0.0,2.0,2.0,2.0,3.0,0.0,0.554,0.554,-0.554,-0.554,-0.554,0.0,0.0,0,1
