date,form_type,accession_number,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,total_words
2019-12-09,8-K,0001652044-19-000040,10,3,9,2,2,1.0101,0.303,0.9091,0.7071,990
2019-12-20,8-K,0001652044-19-000043,17,5,12,4,1,1.7276,0.5081,1.2195,1.2195,984
2020-01-10,8-K,0001193125-20-005271,6,2,7,2,1,1.8987,0.6329,2.2152,1.2658,316
2020-02-03,8-K,0001652044-20-000004,6,2,7,2,3,1.3857,0.4619,1.6166,0.9238,433
2020-02-04,10-K,0001652044-20-000008,15,0,20,2,5,1.9084,0.0,2.5445,1.9084,786
2020-04-28,8-K,0001652044-20-000018,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2020-04-29,10-Q,0001652044-20-000021,0,1,8,0,1,0.0,0.7576,6.0606,-0.7576,132
2020-06-05,8-K,0001652044-20-000027,10,36,16,2,1,1.0132,3.6474,1.6211,-2.6342,987
2020-07-30,8-K,0001652044-20-000031,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2020-07-31,10-Q,0001652044-20-000032,0,1,8,0,1,0.0,0.7576,6.0606,-0.7576,132
2020-08-05,8-K,0001193125-20-210772,6,2,7,2,1,1.2987,0.4329,1.5152,0.8658,462
2020-09-25,8-K,0001193125-20-254587,8,5,10,14,1,1.7621,1.1013,2.2026,0.6608,454
2020-10-20,8-K,0001193125-20-272940,6,5,7,6,1,1.5873,1.3228,1.8519,0.2646,378
2020-10-23,8-K,0001193125-20-275550,8,5,9,18,1,1.6878,1.0549,1.8987,0.6329,474
2020-10-26,8-K,0001652044-20-000038,7,5,7,2,1,1.5556,1.1111,1.5556,0.4444,450
2020-10-30,10-Q,0001652044-20-000050,0,1,8,0,1,0.0,0.7576,6.0606,-0.7576,132
2020-12-21,8-K,0001193125-20-323272,7,8,7,9,1,1.7073,1.9512,1.7073,-0.2439,410
2021-02-02,8-K,0001652044-21-000006,6,2,7,2,3,1.373,0.4577,1.6018,0.9153,437
2021-02-03,10-K,0001652044-21-000010,7,0,16,2,5,0.8589,0.0,1.9632,0.8589,815
2021-03-04,8-K,0001193125-21-069770,7,3,7,2,1,1.9499,0.8357,1.9499,1.1142,359
2021-04-09,8-K,0001193125-21-111624,13,4,11,3,1,1.8081,0.5563,1.5299,1.2517,719
2021-04-27,8-K,0001652044-21-000018,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2021-04-28,10-Q,0001652044-21-000020,0,1,8,0,1,0.0,0.7353,5.8824,-0.7353,136
2021-06-04,8-K,0001193125-21-182989,6,16,14,2,1,0.7823,2.086,1.8253,-1.3038,767
2021-07-08,8-K,0001193125-21-210942,6,5,7,6,1,1.7964,1.497,2.0958,0.2994,334
2021-07-27,8-K,0001652044-21-000041,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2021-07-28,10-Q,0001652044-21-000047,0,1,7,0,1,0.0,0.7519,5.2632,-0.7519,133
2021-10-26,8-K,0001652044-21-000054,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2021-10-27,10-Q,0001652044-21-000057,0,1,7,0,1,0.0,0.7519,5.2632,-0.7519,133
2022-01-04,8-K,0001652044-22-000009,15,6,13,4,1,1.6556,0.6623,1.4349,0.9934,906
2022-02-01,8-K,0001652044-22-000015,15,3,8,2,5,1.9206,0.3841,1.0243,1.5365,781
2022-02-02,10-K,0001652044-22-000019,7,0,16,2,5,0.9309,0.0,2.1277,0.9309,752
2022-04-26,8-K,0001652044-22-000025,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2022-04-27,10-Q,0001652044-22-000029,0,1,7,0,1,0.0,0.8,5.6,-0.8,125
2022-06-03,8-K,0001193125-22-167375,13,32,15,2,1,1.0735,2.6424,1.2386,-1.569,1211
2022-07-13,8-K,0001193125-22-192153,17,5,13,2,1,2.2758,0.6693,1.7403,1.6064,747
2022-07-14,8-K,0001193125-22-193655,8,3,10,2,2,0.8105,0.304,1.0132,0.5066,987
2022-07-26,8-K,0001652044-22-000068,6,2,7,2,3,1.3825,0.4608,1.6129,0.9217,434
2022-07-27,10-Q,0001652044-22-000071,0,1,7,0,1,0.0,0.8,5.6,-0.8,125
2022-10-25,8-K,0001652044-22-000085,8,5,9,3,5,1.1189,0.6993,1.2587,0.4196,715
2022-10-26,10-Q,0001652044-22-000090,0,1,7,0,1,0.0,0.7353,5.1471,-0.7353,136
2022-12-21,8-K,0001193125-22-310153,17,4,13,3,3,1.963,0.4619,1.5012,1.5012,866
2023-01-20,8-K,0001193125-23-011424,17,6,11,2,1,1.9429,0.6857,1.2571,1.2571,875
2023-01-25,8-K,0001652044-23-000005,6,5,7,5,1,1.7699,1.4749,2.0649,0.295,339
2023-02-02,8-K,0001652044-23-000013,6,2,7,2,3,1.3453,0.4484,1.5695,0.8969,446
2023-02-03,10-K,0001652044-23-000016,7,0,15,2,5,0.9067,0.0,1.943,0.9067,772
2023-04-20,8-K,0001652044-23-000034,6,2,8,2,1,1.6,0.5333,2.1333,1.0667,375
2023-04-21,8-K,0001193125-23-110657,17,4,13,4,1,2.0408,0.4802,1.5606,1.5606,833
2023-04-25,8-K,0001652044-23-000041,6,2,7,2,3,1.3544,0.4515,1.5801,0.9029,443
2023-04-26,10-Q,0001652044-23-000045,0,1,7,0,1,0.0,0.8,5.6,-0.8,125
2023-06-08,8-K,0001193125-23-163590,10,29,14,2,1,1.0132,2.9382,1.4184,-1.925,987
2023-07-25,8-K,0001652044-23-000067,6,2,8,2,3,1.1811,0.3937,1.5748,0.7874,508
2023-07-26,10-Q,0001652044-23-000070,0,1,7,0,1,0.0,0.8,5.6,-0.8,125
2023-10-24,8-K,0001652044-23-000088,6,2,8,2,3,0.9709,0.3236,1.2945,0.6472,618
2023-10-25,10-Q,0001652044-23-000094,0,1,7,0,1,0.0,0.8197,5.7377,-0.8197,122
2024-01-30,8-K,0001652044-24-000014,6,2,7,2,3,1.3363,0.4454,1.559,0.8909,449
2024-01-31,10-K,0001652044-24-000022,7,0,15,2,5,0.9447,0.0,2.0243,0.9447,741
2024-02-08,8-K,0001652044-24-000032,17,3,10,2,1,3.2443,0.5725,1.9084,2.6718,524
2024-04-25,8-K,0001652044-24-000047,6,2,7,2,3,1.107,0.369,1.2915,0.738,542
2024-04-26,10-Q,0001652044-24-000053,0,1,7,0,1,0.0,0.7692,5.3846,-0.7692,130
2024-06-05,8-K,0001193125-24-154725,7,2,7,2,1,1.4799,0.4228,1.4799,1.0571,473
2024-06-07,8-K,0001193125-24-157498,6,3,7,2,1,1.0676,0.5338,1.2456,0.5338,562
2024-06-13,8-K,0001193125-24-160721,6,7,8,2,1,0.9202,1.0736,1.227,-0.1534,652
2024-06-26,8-K,0001193125-24-168745,7,2,11,2,1,1.5556,0.4444,2.4444,1.1111,450
2024-07-23,8-K,0001652044-24-000076,6,2,7,2,3,1.2474,0.4158,1.4553,0.8316,481
2024-07-24,10-Q,0001652044-24-000079,0,1,7,0,1,0.0,0.7246,5.0725,-0.7246,138
2024-08-06,8-K,0001652044-24-000085,6,2,7,5,1,1.7699,0.59,2.0649,1.1799,339
2024-09-24,8-K,0001652044-24-000097,9,2,11,2,1,1.8256,0.4057,2.2312,1.4199,493
2024-10-17,8-K,0001193125-24-238769,6,2,7,2,1,1.9231,0.641,2.2436,1.2821,312
2024-10-29,8-K,0001652044-24-000115,6,2,7,2,3,1.2474,0.4158,1.4553,0.8316,481
2024-10-30,10-Q,0001652044-24-000118,0,1,7,0,1,0.0,0.7246,5.0725,-0.7246,138
2025-02-04,8-K,0001652044-25-000010,6,2,7,2,3,1.2397,0.4132,1.4463,0.8264,484
2025-02-05,10-K,0001652044-25-000014,7,1,15,2,5,0.8997,0.1285,1.928,0.7712,778
2025-03-18,8-K,0001652044-25-000027,10,12,19,6,7,1.1038,1.3245,2.0971,-0.2208,906
2025-04-18,8-K,0001652044-25-000033,6,4,7,5,1,1.6667,1.1111,1.9444,0.5556,360
2025-04-24,8-K,0001652044-25-000040,6,2,7,2,3,1.1952,0.3984,1.3944,0.7968,502
2025-04-25,10-Q,0001652044-25-000043,0,1,7,0,1,0.0,0.8197,5.7377,-0.8197,122
2025-05-01,8-K,0001193125-25-110020,6,2,9,2,1,1.5873,0.5291,2.381,1.0582,378
2025-05-06,8-K,0001193125-25-113864,6,2,9,2,1,1.5584,0.5195,2.3377,1.039,385
2025-06-12,8-K,0001193125-25-139948,6,6,7,2,1,0.8208,0.8208,0.9576,0.0,731
2025-07-18,8-K,0001193125-25-161225,6,4,7,14,2,1.3363,0.8909,1.559,0.4454,449
2025-07-23,8-K,0001652044-25-000056,6,2,7,2,3,1.1583,0.3861,1.3514,0.7722,518
2025-07-24,10-Q,0001652044-25-000062,0,1,7,0,1,0.0,0.8197,5.7377,-0.8197,122
2025-09-03,8-K,0001652044-25-000067,6,4,7,4,2,1.4888,0.9926,1.737,0.4963,403
2025-09-05,8-K,0001652044-25-000074,6,4,7,6,1,1.4888,0.9926,1.737,0.4963,403
2025-10-29,8-K,0001652044-25-000087,6,2,7,2,3,1.2346,0.4115,1.4403,0.823,486
2025-10-30,10-Q,0001652044-25-000091,0,1,7,0,1,0.0,0.8197,5.7377,-0.8197,122
2025-11-06,8-K,0001193125-25-269979,6,2,7,2,1,1.1952,0.3984,1.3944,0.7968,502
2026-02-04,8-K,0001652044-26-000012,6,2,7,2,3,1.1173,0.3724,1.3035,0.7449,537
2026-02-05,10-K,0001652044-26-000018,7,1,15,1,5,0.7092,0.1013,1.5198,0.6079,987
2026-02-13,8-K,0001193125-26-051423,6,2,7,2,1,1.1719,0.3906,1.3672,0.7812,512
