date,open,high,low,close,volume,daily_return,gap_pct,close_lag1,close_lag5,close_lag10,ma_7,ma_20,ma_50,ma_200,volatility_20,volatility_30,avg_volume_20,volume_ratio_20,momentum_5d,momentum_10d,distance_from_ma20,distance_from_ma50,upper_band_20,lower_band_20,rsi_14,market_regime,day_of_week,month,quarter,next_day_close,next_day_return,target_direction,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,lm_sentiment_ma5,lm_sentiment_ma20,lm_sentiment_delta,lm_uncertainty_zscore,lm_litigation_spike,lm_neg_dominant
1994-01-20,4.674237,4.702395,4.617921,4.660158,4580000,-0.3012,0.0,4.674238,4.800948,4.744634,4.73,4.86,4.82,4.73,0.1414,0.1184,6180320,0.74,-2.93,-1.78,-4.11,-3.32,5.14,4.58,29.03,Bear,4,1,1,4.646081,-0.3021,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-21,4.66016,4.674239,4.603844,4.646081,9374400,-0.3021,0.0,4.660158,4.78687,4.800948,4.7,4.85,4.82,4.73,0.149,0.1247,6346300,1.48,-2.94,-3.23,-4.2,-3.61,5.15,4.55,29.03,Bear,5,1,1,4.561605,-1.8182,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-24,4.632,4.632,4.547525,4.561605,5110000,-1.8182,-0.3031,4.646081,4.688314,4.885422,4.66,4.83,4.82,4.73,0.1584,0.1356,6417720,0.8,-2.7,-6.63,-5.56,-5.36,5.15,4.51,27.69,Bear,1,1,1,4.589762,0.6173,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-25,4.561604,4.61792,4.519367,4.589762,5650400,0.6173,0.0,4.561605,4.617918,4.815028,4.63,4.81,4.82,4.73,0.1597,0.1426,6402080,0.88,-0.61,-4.68,-4.58,-4.78,5.13,4.49,34.48,Bear,2,1,1,4.617918,0.6135,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-26,4.58976,4.688313,4.575681,4.617918,5676800,0.6135,0.0,4.589762,4.674238,4.871344,4.62,4.78,4.82,4.73,0.1523,0.1478,6310280,0.9,-1.2,-5.2,-3.39,-4.19,5.08,4.48,41.51,Bear,3,1,1,4.702395,1.8293,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-27,4.632,4.716474,4.632,4.702395,7210400,1.8293,0.3049,4.617918,4.660158,4.800948,4.64,4.77,4.82,4.74,0.1391,0.1495,6464020,1.12,0.91,-2.05,-1.42,-2.44,5.05,4.49,43.64,Bear,4,1,1,4.646081,-1.1976,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-28,4.688318,4.688318,4.589765,4.646081,8208400,-1.1976,-0.2994,4.702395,4.646081,4.78687,4.63,4.75,4.82,4.74,0.1271,0.1524,6691220,1.23,0.0,-2.94,-2.19,-3.61,5.0,4.5,33.96,Bear,5,1,1,4.603843,-0.9091,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-01-31,4.632001,4.632001,4.561606,4.603843,8174800,-0.9091,-0.3031,4.646081,4.561605,4.688314,4.62,4.73,4.82,4.74,0.1144,0.1573,6829120,1.2,0.93,-1.8,-2.67,-4.48,4.96,4.5,35.29,Bear,1,1,1,4.674238,1.529,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-01,4.603843,4.674238,4.575685,4.674238,7287600,1.529,0.0,4.603843,4.589762,4.617918,4.63,4.71,4.81,4.74,0.0994,0.1591,6968540,1.05,1.84,1.22,-0.76,-2.82,4.91,4.51,36.54,Bear,2,2,1,4.674238,0.0,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-02,4.674238,4.716475,4.660159,4.674238,5357600,0.0,0.0,4.674238,4.617918,4.674238,4.64,4.7,4.81,4.74,0.0947,0.1598,6866180,0.78,1.22,0.0,-0.55,-2.82,4.89,4.51,40.43,Bear,3,2,1,4.702395,0.6024,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-03,4.674237,4.758711,4.660158,4.702395,6431600,0.6024,0.0,4.674238,4.702395,4.660158,4.66,4.7,4.81,4.75,0.0942,0.1578,6636600,0.97,0.0,0.91,0.05,-2.24,4.89,4.51,43.75,Bear,4,2,1,4.589762,-2.3952,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-04,4.702394,4.702394,4.561604,4.589762,7599600,-2.3952,0.0,4.702395,4.646081,4.646081,4.66,4.69,4.81,4.75,0.0942,0.1604,6559660,1.16,-1.21,-1.21,-2.14,-4.58,4.88,4.5,42.86,Bear,5,2,1,4.589762,0.0,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-07,4.589762,4.589762,4.547525,4.589762,9894800,0.0,0.0,4.589762,4.603843,4.561605,4.64,4.68,4.81,4.75,0.0847,0.1591,6741420,1.47,-0.31,0.62,-1.93,-4.58,4.85,4.51,47.73,Bear,1,2,1,4.533446,-1.227,0,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-08,4.589762,4.589762,4.533446,4.533446,5724000,-1.227,0.0,4.589762,4.674238,4.589762,4.62,4.66,4.8,4.75,0.0837,0.1566,6757900,0.85,-3.01,-1.23,-2.72,-5.55,4.83,4.49,38.64,Bear,2,2,1,4.561605,0.6211,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-09,4.533446,4.575684,4.533446,4.561605,5275200,0.6211,0.0,4.533446,4.674238,4.617918,4.62,4.65,4.8,4.75,0.0705,0.1479,6805360,0.78,-2.41,-1.22,-1.9,-4.97,4.79,4.51,42.22,Bear,3,2,1,4.589762,0.6173,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
1994-02-10,4.561604,4.631999,4.561604,4.589762,5341600,0.6173,0.0,4.561605,4.702395,4.702395,4.61,4.64,4.79,4.75,0.0613,0.1369,6878960,0.78,-2.4,-2.4,-1.08,-4.18,4.76,4.52,45.65,Bear,4,2,1,4.674238,1.8405,1,2.0,5.0,0.0,1.0,0.0,0.6349,1.5873,0.0,-0.9524,-0.9524,-0.9524,0.0,0.0,0,1
