date,open,high,low,close,volume,daily_return,gap_pct,close_lag1,close_lag5,close_lag10,ma_7,ma_20,ma_50,ma_200,volatility_20,volatility_30,avg_volume_20,volume_ratio_20,momentum_5d,momentum_10d,distance_from_ma20,distance_from_ma50,upper_band_20,lower_band_20,rsi_14,market_regime,day_of_week,month,quarter,next_day_close,next_day_return,target_direction,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,lm_sentiment_ma5,lm_sentiment_ma20,lm_sentiment_delta,lm_uncertainty_zscore,lm_litigation_spike,lm_neg_dominant
1995-12-13,9.312618,9.341675,9.283562,9.29809,4852000,-0.156,0.0,9.312616,9.225452,8.775074,9.18,8.9,8.55,7.5,0.2365,0.3299,5010480,0.97,0.79,5.96,4.47,8.75,9.37,8.43,79.94,Bull,3,12,4,9.152803,-1.5625,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-14,9.298086,9.298086,9.152803,9.152803,6360800,-1.5625,0.0,9.29809,9.109222,8.80413,9.21,8.92,8.56,7.52,0.2328,0.3302,5053060,1.26,0.48,3.96,2.61,6.93,9.39,8.45,69.14,Bull,4,12,4,9.138278,-0.1587,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-15,9.152806,9.225448,9.12375,9.138278,19741200,-0.1587,0.0,9.152803,9.123753,8.807759,9.19,8.95,8.58,7.53,0.2291,0.3268,5726160,3.45,0.16,3.75,2.1,6.51,9.41,8.49,72.88,Bull,5,12,4,9.022053,-1.2718,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-18,9.094694,9.094694,9.007525,9.022053,6014800,-1.2718,-0.4769,9.138278,9.225452,8.862242,9.18,8.96,8.6,7.54,0.2216,0.3139,5568300,1.08,-2.2,1.8,0.69,4.91,9.4,8.52,63.04,Bull,1,12,4,8.978469,-0.4831,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-19,9.022054,9.05111,8.789601,8.978469,9596800,-0.4831,0.0,9.022053,9.312616,8.992996,9.16,8.98,8.61,7.56,0.2141,0.291,5828480,1.65,-3.59,-0.16,-0.02,4.28,9.41,8.55,59.21,Bull,2,12,4,8.629786,-3.8835,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-20,8.978465,8.978465,8.629786,8.629786,8376800,-3.8835,0.0,8.978469,9.29809,9.225452,9.08,8.96,8.62,7.57,0.2272,0.2733,5978200,1.4,-7.19,-6.46,-3.69,0.11,9.41,8.51,43.88,Bull,3,12,4,8.455449,-2.0202,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-21,8.629788,8.833184,8.324695,8.455449,27332800,-2.0202,0.0,8.629786,9.152803,9.109222,8.95,8.95,8.63,7.58,0.2472,0.272,7101280,3.85,-7.62,-7.18,-5.53,-2.02,9.44,8.46,38.95,Bull,4,12,4,8.368284,-1.0309,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-22,8.455454,8.48451,8.208473,8.368284,14698800,-1.0309,0.0001,8.455449,9.138278,9.123753,8.82,8.93,8.63,7.59,0.2754,0.2686,7787620,1.89,-8.43,-8.28,-6.29,-3.03,9.48,8.38,34.82,Bull,5,12,4,8.673375,3.6458,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-26,8.368282,8.702432,8.368282,8.673375,8573600,3.6458,0.0,8.368284,9.022053,9.225452,8.75,8.93,8.64,7.6,0.2741,0.2594,7953900,1.08,-3.86,-5.98,-2.87,0.39,9.48,8.38,41.13,Bull,2,12,4,8.673375,0.0,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-27,8.673375,8.760545,8.673375,8.673375,8964000,0.0,0.0,8.673375,8.978469,9.312616,8.69,8.93,8.65,7.61,0.2768,0.2559,8149060,1.1,-3.4,-6.86,-2.87,0.27,9.48,8.38,32.41,Bull,3,12,4,8.702435,0.335,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-28,8.673378,8.731491,8.629793,8.702435,5162400,0.335,0.0,8.673375,8.629786,9.29809,8.64,8.93,8.66,7.62,0.2794,0.2522,8231020,0.63,0.84,-6.41,-2.55,0.49,9.49,8.37,36.27,Bull,4,12,4,8.629786,-0.8348,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1995-12-29,8.702428,8.731484,8.557145,8.629786,5038000,-0.8348,-0.0001,8.702435,8.455449,9.152803,8.59,8.92,8.66,7.63,0.2861,0.2513,8245500,0.61,2.06,-5.71,-3.25,-0.35,9.49,8.35,33.96,Bull,5,12,4,8.716961,1.0102,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-02,8.629791,8.746017,8.586206,8.716961,7598800,1.0102,0.0001,8.629786,8.368284,9.138278,8.6,8.91,8.67,7.64,0.2887,0.2501,8419700,0.9,4.17,-4.61,-2.17,0.54,9.49,8.33,33.33,Bull,2,1,1,8.789598,0.8333,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-03,8.731485,8.818655,8.731485,8.789598,7097200,0.8333,0.1666,8.716961,8.673375,9.022053,8.65,8.91,8.67,7.65,0.2898,0.2484,8514080,0.83,1.34,-2.58,-1.35,1.38,9.49,8.33,32.69,Bull,3,1,1,8.716961,-0.8264,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-04,8.789602,8.833187,8.658848,8.716961,8546400,-0.8264,0.0,8.789598,8.673375,8.978469,8.7,8.9,8.68,7.66,0.2923,0.2485,8687680,0.98,0.5,-2.91,-2.06,0.43,9.48,8.32,31.48,Bull,4,1,1,8.673375,-0.5,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-05,8.71696,8.775073,8.615262,8.673375,6228400,-0.5,0.0,8.716961,8.702435,8.629786,8.7,8.87,8.69,7.67,0.2856,0.2508,8641480,0.72,-0.33,0.51,-2.22,-0.19,9.44,8.3,33.66,Bull,5,1,1,8.731488,0.67,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-08,8.673375,8.746016,8.673375,8.731488,1896800,0.67,0.0,8.673375,8.629786,8.455449,8.71,8.85,8.69,7.68,0.2814,0.25,8475380,0.22,1.18,3.26,-1.34,0.48,9.41,8.29,36.54,Bull,1,1,1,8.615264,-1.3311,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-09,8.73149,8.775075,8.600736,8.615264,6684000,-1.3311,0.0,8.731488,8.716961,8.368284,8.7,8.83,8.7,7.69,0.2784,0.2527,8630580,0.77,-1.17,2.95,-2.43,-0.97,9.39,8.27,36.54,Bull,2,1,1,8.469978,-1.6864,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-10,8.586204,8.586204,8.45545,8.469978,7148000,-1.6864,-0.3373,8.615264,8.789598,8.673375,8.67,8.79,8.71,7.7,0.2724,0.2597,8703480,0.82,-3.64,-2.35,-3.64,-2.76,9.33,8.25,34.23,Bull,3,1,1,8.557145,1.0291,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-11,8.469976,8.557145,8.382806,8.557145,8260000,1.0291,0.0,8.469978,8.716961,8.673375,8.65,8.75,8.71,7.71,0.247,0.2643,8908580,0.93,-1.83,-1.34,-2.2,-1.75,9.24,8.26,47.31,Bull,4,1,1,8.455449,-1.1884,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-12,8.557147,8.61526,8.411864,8.455449,7219200,-1.1884,0.0,8.557145,8.673375,8.702435,8.6,8.71,8.71,7.72,0.2187,0.2733,9026940,0.8,-2.51,-2.84,-2.92,-2.92,9.15,8.27,50.0,Bull,5,1,1,8.557145,1.2027,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-15,8.455447,8.571673,8.455447,8.557145,4016800,1.2027,0.0,8.455449,8.731488,8.629786,8.58,8.68,8.72,7.73,0.1941,0.2778,8909740,0.45,-2.0,-0.84,-1.42,-1.87,9.07,8.29,57.3,Bull,1,1,1,8.702435,1.6979,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-16,8.557152,8.702435,8.499039,8.702435,4967200,1.6979,0.0001,8.557145,8.615264,8.716961,8.58,8.66,8.73,7.74,0.1613,0.2787,8171040,0.61,1.01,-0.17,0.49,-0.32,8.98,8.34,51.28,Bull,2,1,1,8.499039,-2.3372,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-17,8.702434,8.760548,8.48451,8.499039,7014400,-2.3372,0.0,8.702435,8.469978,8.789598,8.55,8.63,8.73,7.75,0.1398,0.2846,8221020,0.85,0.34,-3.31,-1.52,-2.65,8.91,8.35,43.48,Bull,3,1,1,8.528094,0.3419,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-18,8.499038,8.542623,8.382812,8.528094,6645600,0.3419,0.0,8.499039,8.557145,8.716961,8.54,8.61,8.74,7.76,0.1147,0.2867,8073460,0.82,-0.34,-2.17,-0.95,-2.42,8.84,8.38,43.48,Bull,4,1,1,8.528094,0.0,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-19,8.528094,8.586207,8.455453,8.528094,8391200,0.0,0.0,8.528094,8.455449,8.673375,8.55,8.6,8.74,7.77,0.1159,0.2784,8074180,1.04,0.86,-1.68,-0.84,-2.42,8.83,8.37,45.98,Bull,5,1,1,8.455449,-0.8518,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-22,8.52809,8.52809,8.397336,8.455449,5954400,-0.8518,0.0,8.528094,8.557145,8.731488,8.53,8.6,8.74,7.77,0.1159,0.2764,7005260,0.85,-1.19,-3.16,-1.68,-3.26,8.83,8.37,39.53,Bull,1,1,1,8.54262,1.0309,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-23,8.45545,8.571676,8.397337,8.54262,5876800,1.0309,0.0,8.455449,8.702435,8.615264,8.54,8.61,8.75,7.78,0.1033,0.2693,6564160,0.9,-1.84,-0.84,-0.78,-2.37,8.82,8.4,40.23,Bull,2,1,1,8.731488,2.2109,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-24,8.586206,8.731488,8.586206,8.731488,6524000,2.2109,0.5102,8.54262,8.499039,8.469978,8.57,8.61,8.75,7.79,0.1059,0.2523,6461680,1.01,2.74,3.09,1.41,-0.21,8.82,8.4,50.53,Bull,3,1,1,8.557145,-1.9967,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-25,8.731484,8.746012,8.499032,8.557145,7552800,-1.9967,0.0,8.731488,8.528094,8.557145,8.55,8.61,8.75,7.8,0.1057,0.2264,6391120,1.18,0.34,0.0,-0.61,-2.2,8.82,8.4,46.15,Bull,4,1,1,8.658846,1.1885,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-26,8.557148,8.658846,8.513563,8.658846,4814800,1.1885,0.0,8.557145,8.528094,8.455449,8.57,8.61,8.76,7.81,0.104,0.1946,6373740,0.76,1.53,2.41,0.57,-1.15,8.82,8.4,47.66,Bull,5,1,1,8.629786,-0.3356,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-29,8.658843,8.6879,8.615258,8.629786,3785200,-0.3356,0.0,8.658846,8.455449,8.557145,8.59,8.61,8.76,7.82,0.104,0.1713,6311100,0.6,2.06,0.85,0.23,-1.49,8.82,8.4,50.49,Bull,1,1,1,8.746016,1.3468,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-30,8.658846,8.775072,8.658846,8.746016,6600000,1.3468,0.3367,8.629786,8.54262,8.702435,8.62,8.61,8.76,7.83,0.1059,0.1455,6261160,1.05,2.38,0.5,1.58,-0.16,8.82,8.4,59.6,Bull,2,1,1,8.760541,0.1661,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-01-31,8.746013,8.804126,8.673371,8.760541,5199600,0.1661,0.0,8.746016,8.731488,8.499039,8.66,8.61,8.76,7.84,0.1034,0.1282,6166280,0.84,0.33,3.08,1.75,0.01,8.82,8.4,57.45,Bull,3,1,1,8.775074,0.1659,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-01,8.760546,8.789602,8.716961,8.775074,6909600,0.1659,0.0001,8.760541,8.557145,8.528094,8.69,8.61,8.76,7.85,0.1074,0.1133,6084440,1.14,2.55,2.9,1.92,0.17,8.82,8.4,62.5,Bull,4,2,1,8.731488,-0.4967,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-02,8.775073,8.833186,8.702432,8.731488,6744400,-0.4967,0.0,8.775074,8.658846,8.528094,8.69,8.61,8.76,7.86,0.11,0.1152,6110240,1.1,0.84,2.38,1.41,-0.33,8.83,8.39,57.14,Bull,5,2,1,8.862242,1.4975,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-05,8.731487,8.862242,8.702431,8.862242,5068000,1.4975,0.0,8.731488,8.629786,8.455449,8.74,8.62,8.76,7.88,0.1209,0.1189,6268800,0.81,2.69,4.81,2.81,1.17,8.86,8.38,56.63,Bull,1,2,1,8.905828,0.4918,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-06,8.862244,8.920357,8.789602,8.905828,8264800,0.4918,0.0,8.862242,8.746016,8.54262,8.77,8.63,8.76,7.89,0.1369,0.1179,6347840,1.3,1.83,4.25,3.2,1.66,8.9,8.36,69.44,Bull,2,2,1,9.065636,1.7944,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-07,8.920353,9.080164,8.920353,9.065636,9185600,1.7944,0.1631,8.905828,8.760541,8.731488,8.84,8.66,8.77,7.9,0.1621,0.14,6449720,1.42,3.48,3.83,4.68,3.37,8.98,8.34,72.84,Bull,3,2,1,9.327147,2.8846,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-08,9.065639,9.385261,9.022054,9.327147,9802400,2.8846,0.0,9.065636,8.775074,8.557145,8.92,8.7,8.79,7.91,0.2177,0.1849,6526840,1.5,6.29,9.0,7.21,6.11,9.14,8.26,77.78,Bull,4,2,1,9.254506,-0.7788,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-09,9.327147,9.327147,9.181865,9.254506,8433200,-0.7788,0.0,9.327147,8.731488,8.658846,8.99,8.74,8.79,7.92,0.2422,0.2119,6587540,1.28,5.99,6.88,5.89,5.28,9.22,8.26,77.78,Bull,5,2,1,9.254506,0.0,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-12,9.254506,9.298091,9.181865,9.254506,6339200,0.0,0.0,9.254506,8.862242,8.629786,9.06,8.78,8.8,7.94,0.2636,0.2338,6703660,0.95,4.43,7.24,5.4,5.16,9.31,8.25,76.34,Bull,1,2,1,9.38526,1.4129,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-13,9.269034,9.530542,9.269034,9.38526,10009200,1.4129,0.157,9.254506,8.905828,8.746016,9.15,8.81,8.82,7.95,0.2958,0.2629,6955760,1.44,5.38,7.31,6.53,6.41,9.4,8.22,75.28,Bull,2,2,1,9.414315,0.3096,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-14,9.385259,9.4579,9.283561,9.414315,8844000,0.3096,0.0,9.38526,9.065636,8.760541,9.23,8.86,8.83,7.96,0.3154,0.2896,7047240,1.25,3.85,7.46,6.26,6.62,9.49,8.23,87.34,Bull,3,2,1,9.44337,0.3086,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-15,9.414313,9.559596,9.385257,9.44337,6568400,0.3086,0.0,9.414315,9.327147,8.775074,9.31,8.9,8.84,7.98,0.3313,0.3143,7043380,0.93,1.25,7.62,6.11,6.83,9.56,8.24,86.49,Bull,4,2,1,9.356207,-0.923,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-16,9.399792,9.399792,9.312622,9.356207,10399200,-0.923,-0.4615,9.44337,9.254506,8.731488,9.35,8.94,8.84,7.99,0.334,0.3296,7143780,1.46,1.1,7.15,4.66,5.84,9.61,8.27,82.05,Bull,5,2,1,9.370732,0.1552,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-20,9.356204,9.501487,9.283563,9.370732,6419600,0.1552,0.0,9.356207,9.254506,8.862242,9.35,8.99,8.84,8.0,0.3263,0.3443,7167040,0.9,1.26,5.74,4.24,6.0,9.64,8.34,80.28,Bull,2,2,1,9.516009,1.5503,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-21,9.385255,9.516009,9.385255,9.516009,4871200,1.5503,0.155,9.370732,9.38526,8.905828,9.39,9.04,8.85,8.02,0.3288,0.3629,7116760,0.68,1.39,6.85,5.27,7.53,9.7,8.38,82.5,Bull,3,2,1,9.762993,2.5955,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-22,9.588654,9.792049,9.588654,9.762993,7690000,2.5955,0.7634,9.516009,9.414315,9.065636,9.46,9.09,8.86,8.03,0.3579,0.3898,7175060,1.07,3.7,7.69,7.4,10.19,9.81,8.37,85.42,Bull,4,2,1,9.661299,-1.0416,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-23,9.762997,9.806581,9.545073,9.661299,6533200,-1.0416,0.0,9.762993,9.44337,9.327147,9.5,9.14,8.87,8.04,0.3568,0.407,7124080,0.92,2.31,3.58,5.7,8.92,9.85,8.43,82.0,Bull,5,2,1,9.501487,-1.6541,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-26,9.632241,9.632241,9.47243,9.501487,5782800,-1.6541,-0.3008,9.661299,9.356207,9.254506,9.52,9.19,8.87,8.06,0.346,0.4082,7172480,0.81,1.55,2.67,3.39,7.12,9.88,8.5,71.57,Bull,1,2,1,9.545071,0.4587,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-27,9.501486,9.545071,9.356203,9.545071,8136400,0.4587,0.0,9.501487,9.370732,9.254506,9.53,9.23,8.88,8.07,0.3287,0.4125,7390040,1.1,1.86,3.14,3.41,7.49,9.89,8.57,71.57,Bull,2,2,1,9.457906,-0.9132,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-28,9.545075,9.690358,9.428849,9.457906,9175600,-0.9132,0.0,9.545071,9.516009,9.38526,9.55,9.27,8.89,8.08,0.3113,0.4157,7518820,1.22,-0.61,0.77,2.03,6.39,9.89,8.65,63.92,Bull,3,2,1,9.38526,-0.7681,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-02-29,9.457901,9.559599,9.312618,9.38526,7492400,-0.7681,-0.0001,9.457906,9.762993,9.414315,9.55,9.3,8.89,8.1,0.2883,0.4073,7633460,0.98,-3.87,-0.31,0.92,5.57,9.88,8.72,52.38,Bull,4,2,1,9.545071,1.7028,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-01,9.414316,9.559599,9.414316,9.545071,6280400,1.7028,0.3096,9.38526,9.661299,9.44337,9.55,9.34,8.91,8.11,0.2651,0.4029,7602000,0.83,-1.2,1.08,2.2,7.13,9.87,8.81,61.11,Bull,5,3,1,9.762993,2.2831,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-04,9.545069,9.806578,9.516012,9.762993,6585200,2.2831,0.0,9.545071,9.501487,9.356207,9.55,9.39,8.93,8.13,0.2402,0.405,7594040,0.87,2.75,4.35,3.97,9.33,9.87,8.91,66.67,Bull,1,3,1,9.792053,0.2977,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-05,9.762997,9.792053,9.704884,9.792053,4802800,0.2977,0.0,9.762993,9.545071,9.370732,9.57,9.44,8.95,8.14,0.2223,0.4,7580780,0.63,2.59,4.5,3.73,9.41,9.88,9.0,64.29,Bull,2,3,1,9.661299,-1.3353,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-06,9.792053,9.806581,9.632242,9.661299,5117200,-1.3353,0.0,9.792053,9.457906,9.516009,9.59,9.47,8.98,8.16,0.1893,0.3896,7423400,0.69,2.15,1.53,2.02,7.59,9.85,9.09,58.1,Bull,3,3,1,9.704881,0.4511,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-07,9.661296,9.762994,9.603183,9.704881,6560800,0.4511,0.0,9.661299,9.38526,9.762993,9.62,9.51,9.0,8.17,0.1698,0.3874,7292160,0.9,3.41,-0.6,2.05,7.83,9.85,9.17,58.49,Bull,4,3,1,9.327147,-3.8922,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-08,9.632241,9.632241,9.283563,9.327147,11803200,-3.8922,-0.7485,9.704881,9.545071,9.661299,9.6,9.51,9.01,8.18,0.1698,0.364,7392200,1.6,-2.28,-3.46,-1.92,3.52,9.85,9.17,49.21,Bull,5,3,1,9.428846,1.0904,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-11,9.327148,9.486959,9.31262,9.428846,10594400,1.0904,0.0,9.327147,9.762993,9.501487,9.6,9.51,9.03,8.2,0.1605,0.345,7500260,1.41,-3.42,-0.76,-0.85,4.42,9.83,9.19,51.52,Bull,1,3,1,9.44337,0.154,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-12,9.428842,9.44337,9.283559,9.44337,7973600,0.154,0.0,9.428846,9.792053,9.545071,9.59,9.52,9.05,8.21,0.1496,0.3207,7581980,1.05,-3.56,-1.07,-0.8,4.35,9.82,9.22,47.97,Bull,2,3,1,9.457945,0.1543,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-13,9.472518,9.53081,9.414226,9.457945,7414800,0.1543,0.3087,9.44337,9.661299,9.457906,9.55,9.53,9.06,8.22,0.1469,0.3011,7452260,0.99,-2.1,0.0,-0.76,4.39,9.82,9.24,40.19,Bull,3,3,1,9.501665,0.4623,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-14,9.457946,9.589104,9.443373,9.501665,5267200,0.4623,0.0,9.457945,9.704881,9.38526,9.5,9.53,9.07,8.23,0.1447,0.2797,7273420,0.72,-2.09,1.24,-0.3,4.76,9.82,9.24,44.67,Bull,4,3,1,9.428801,-0.7669,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-15,9.501666,9.516239,9.414227,9.428801,12249200,-0.7669,0.0,9.501665,9.327147,9.545071,9.47,9.53,9.09,8.25,0.1452,0.2547,7557460,1.62,1.09,-1.22,-1.06,3.73,9.82,9.24,47.42,Bull,5,3,1,9.618252,2.0093,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-18,9.501667,9.632825,9.501667,9.618252,6808400,2.0093,0.7728,9.428801,9.428846,9.762993,9.46,9.54,9.11,8.26,0.1404,0.2229,7377920,0.92,2.01,-1.48,0.82,5.58,9.82,9.26,52.35,Bull,1,3,1,9.618252,0.0,0,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
1996-03-19,9.618252,9.661971,9.574532,9.618252,6303600,0.0,0.0,9.618252,9.44337,9.792053,9.5,9.56,9.13,8.27,0.1352,0.1967,7372120,0.86,1.85,-1.77,0.61,5.35,9.83,9.29,55.46,Bull,2,3,1,9.822276,2.1212,1,75.0,4.0,19.0,19.0,4.0,2.9786,0.1589,0.7546,2.8197,2.8197,2.8197,0.0,0.0,0,0
