date,open,high,low,close,volume,daily_return,gap_pct,close_lag1,close_lag5,close_lag10,ma_7,ma_20,ma_50,ma_200,volatility_20,volatility_30,avg_volume_20,volume_ratio_20,momentum_5d,momentum_10d,distance_from_ma20,distance_from_ma50,upper_band_20,lower_band_20,rsi_14,day_of_week,month,quarter,market_regime,next_day_close,next_day_return,target_direction
1994-10-17,5.780494485244562,5.780494485244562,5.7234031816865905,5.751948833465576,4049200,-0.49383889250610435,-1.1790235661533796e-05,5.7804951667785645,5.594948768615723,5.623495578765869,5.703014646257673,5.623495316505432,5.391546459197998,4.860558612346649,1.1321398477451712,1.3186350226951784,6214860.0,0.6515351914604673,2.8061037078753737,2.284224338767915,2.2842291089515543,6.684582558919263,5.798729503155327,5.448261129855537,57.99985701237378,0,10,4,bullish,5.794770240783691,0.7444678066149475,1
1994-10-18,5.751951741467556,5.80904307388907,5.70913324215142,5.794770240783691,5404800,0.7444678066149457,5.0556812375367736e-05,5.751948833465576,5.751948833465576,5.523584842681885,5.737677574157715,5.636340928077698,5.407670164108277,4.86447179555893,1.1050184712144102,1.303633047535606,5899360.0,0.9161671774565376,0.7444678066149457,4.9095905254555205,2.810853969403632,7.158352209509202,5.82247019972904,5.450211656426356,62.74465619577343,1,10,4,bullish,5.7804951667785645,-0.24634408979080377,0
1994-10-19,5.794767994350857,5.8375864770677355,5.7519495116339785,5.7804951667785645,9315600,-0.24634408979080646,-3.876655572309091e-05,5.794770240783691,5.694860935211182,5.552129745483398,5.7641842024666925,5.647759199142456,5.423508367538452,4.868524804115295,1.1101556225090423,1.305215151311763,5999420.0,1.5527500991762537,1.503710670754188,4.113113917788747,2.350241271905905,6.5822116432381685,5.840053318912017,5.455465079372895,63.9997220447882,2,10,4,bullish,5.709132194519043,-1.2345477368384628,0
1994-10-20,5.766223516464233,5.766223516464233,5.680586533546448,5.709132194519043,10509600,-1.234547736838465,-0.24689321420684973,5.7804951667785645,5.794770240783691,5.566406726837158,5.758067539760044,5.65489547252655,5.4376350784301755,4.872854535579681,1.1558185456702101,1.3319563198647744,6289660.0,1.670932928012007,-1.4778505912439233,2.5640502874819893,0.9591109553835915,4.992926376502038,5.845059267420555,5.464731677632545,60.3772728590717,3,10,4,bullish,5.737678527832031,0.5000117765777733,1
1994-10-21,5.7091328635144585,5.766224192149603,5.680587199196887,5.737678527832031,8708400,0.500011776577769,1.171798782574174e-05,5.709132194519043,5.7804951667785645,5.552129745483398,5.76418433870588,5.663459062576294,5.4531854724884035,4.8778197693824765,1.158196184614215,1.301778764186216,6491060.0,1.3415990608621704,-0.7407088443323606,3.3419388748898493,1.31049707317872,5.217006771159896,5.852265202006777,5.474652923145811,57.99989175746455,4,10,4,bullish,5.6377668380737305,-1.7413260306176859,0
1994-10-24,5.73767663014086,5.751949457579021,5.623494010635569,5.6377668380737305,6386000,-1.7413260306176848,-3.307419825126327e-05,5.737678527832031,5.751948833465576,5.594948768615723,5.741755281175886,5.661318016052246,5.464747877120971,4.882003860473633,1.142264498522155,1.3555804013622472,6568340.0,0.9722395612894582,-1.9851010274556047,0.7652986868832645,-0.4160016786150891,3.1660922853756936,5.850277420263051,5.472358611841441,57.9998142507121,0,10,4,bullish,5.737678527832031,1.7721855590685949,1
1994-10-25,5.637768702720528,5.737678527832031,5.637768702720528,5.737678527832031,5132400,1.7721855590685953,3.307420919331036e-05,5.6377668380737305,5.794770240783691,5.751948833465576,5.735638618469238,5.666313600540161,5.47887698173523,4.886265141963959,1.1965718379224788,1.368349149259879,6439220.0,0.7970530592214585,-0.9852282416625946,-0.2480951421285016,1.2594595414744927,4.7236239645380005,5.857915721491044,5.474711479589279,61.818080213423,1,10,4,bullish,5.709132194519043,-0.49752409749896614,0
1994-10-26,5.737677855491638,5.751950685977936,5.680586533546448,5.709132194519043,5523200,-0.4975240974989692,-1.1717986462226959e-05,5.737678527832031,5.7804951667785645,5.694860935211182,5.729521955762591,5.671308922767639,5.489308433532715,4.890735669136047,1.1963428269106027,1.3139287310979662,6423320.0,0.8598668601284071,-1.234547736838465,0.25059890786134353,0.6669231436073132,4.004580242630995,5.8618507347286535,5.4807671108066245,58.9282635528593,2,10,4,bullish,5.7804951667785645,1.2499793283475256,1
1994-10-27,5.709131028917101,5.7804951667785645,5.6948582013448075,5.7804951667785645,4208400,1.249979328347517,-2.0416446884798872e-05,5.709132194519043,5.709132194519043,5.794770240783691,5.727482659476144,5.681299901008606,5.500030117034912,4.895281419754029,1.2141205819066943,1.2276826232902782,6363600.0,0.6613237789930229,1.249979328347517,-0.24634408979080646,1.745995942800848,5.099336617721143,5.872784521315474,5.4898152807017375,63.33324238801615,3,10,4,bullish,5.766222953796387,-0.24690294811078534,0
1994-10-28,5.780495782889942,5.851859928357719,5.766222953796387,5.766222953796387,6453200,-0.24690294811078317,1.0658453300966676e-05,5.7804951667785645,5.737678527832031,5.7804951667785645,5.725443771907261,5.692004561424255,5.5070554065704345,4.900107791423798,1.2075778286460506,1.1880409488343273,6416360.0,1.0057415731037536,0.4974908549841839,-0.24690294811078317,1.3039060593015477,4.706100231291318,5.876908752741025,5.507100370107485,60.344775944021144,4,10,4,bullish,5.751948833465576,-0.24754714559576127,0
