date,form_type,accession_number,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,total_words
2015-01-28,8-K,0001193125-15-023732,1,1,2,2,1,0.1623,0.1623,0.3247,0.0,616
2015-01-28,10-Q,0001193125-15-023697,140,93,118,22,22,1.9074,1.267,1.6076,0.6403,7340
2015-02-09,8-K,0001193125-15-039270,1,1,4,2,1,0.1901,0.1901,0.7605,0.0,526
2015-03-13,8-K,0001104659-15-019336,1,6,7,2,1,0.2755,1.6529,1.9284,-1.3774,363
2015-04-27,8-K,0001193125-15-149607,0,1,2,2,3,0.0,0.4444,0.8889,-0.4444,225
2015-04-27,8-K,0001193125-15-149590,0,1,2,2,3,0.0,0.3788,0.7576,-0.3788,264
2015-04-28,10-Q,0001193125-15-153166,138,97,122,26,24,1.8412,1.2942,1.6278,0.547,7495
2015-05-13,8-K,0001193125-15-186064,1,1,14,2,1,0.1689,0.1689,2.3649,0.0,592
2015-06-10,8-K,0001193125-15-219298,1,1,2,2,1,0.2786,0.2786,0.5571,0.0,359
2015-07-21,8-K,0001193125-15-258464,0,1,2,2,3,0.0,0.3846,0.7692,-0.3846,260
2015-07-22,10-Q,0001193125-15-259935,143,102,128,35,23,1.8559,1.3238,1.6613,0.5321,7705
2015-07-31,8-K,0001193125-15-273023,1,1,2,2,1,0.2481,0.2481,0.4963,0.0,403
2015-09-17,8-K,0001193125-15-322466,1,1,2,2,1,0.2415,0.2415,0.4831,0.0,414
2015-10-02,8-K,0001193125-15-336615,0,1,5,2,2,0.0,0.3356,1.6779,-0.3356,298
2015-10-27,8-K,0001193125-15-354756,0,1,2,2,3,0.0,0.3846,0.7692,-0.3846,260
2015-10-28,10-K,0001193125-15-356351,5,4,25,2,6,0.5988,0.479,2.994,0.1198,835
2015-12-17,8-K,0001193125-15-406279,0,1,3,2,4,0.0,0.4525,1.3575,-0.4525,221
2015-12-22,8-K,0001193125-15-410853,1,2,2,2,1,0.3401,0.6803,0.6803,-0.3401,294
2016-01-26,8-K,0001193125-16-438421,0,1,2,2,3,0.0,0.3571,0.7143,-0.3571,280
2016-01-27,10-Q,0001193125-16-439878,135,88,121,29,22,1.9108,1.2456,1.7127,0.6653,7065
2016-02-23,8-K,0001193125-16-473562,1,1,4,2,1,0.155,0.155,0.6202,0.0,645
2016-03-01,8-K,0001193125-16-488223,1,4,8,2,1,0.3891,1.5564,3.1128,-1.1673,257
2016-03-24,8-K,0001193125-16-516891,5,1,2,6,1,0.8757,0.1751,0.3503,0.7005,571
2016-04-26,8-K,0001193125-16-556520,0,1,2,2,3,0.0,0.3846,0.7692,-0.3846,260
2016-04-27,10-Q,0001193125-16-559625,135,89,120,33,22,1.858,1.2249,1.6515,0.6331,7266
2016-06-22,8-K,0001193125-16-628957,1,1,2,2,1,0.2778,0.2778,0.5556,0.0,360
2016-07-26,8-K,0001628280-16-017762,0,1,2,2,3,0.0,0.3509,0.7018,-0.3509,285
2016-07-27,10-Q,0001628280-16-017809,159,97,123,34,22,1.9661,1.1995,1.521,0.7667,8087
2016-08-04,8-K,0001193125-16-672044,1,1,3,2,1,0.188,0.188,0.5639,0.0,532
2016-10-25,8-K,0001628280-16-020258,0,1,2,2,3,0.0,0.3509,0.7018,-0.3509,285
2016-10-26,10-K,0001628280-16-020309,5,5,25,3,6,0.5429,0.5429,2.7144,0.0,921
2016-12-15,8-K,0001628280-16-022047,1,6,5,4,6,0.2028,1.217,1.0142,-1.0142,493
2017-01-31,8-K,0001628280-17-000663,0,1,2,2,3,0.0,0.3509,0.7018,-0.3509,285
2017-02-01,10-Q,0001628280-17-000717,155,94,123,36,24,1.9933,1.2088,1.5818,0.7845,7776
2017-02-09,8-K,0001193125-17-036283,1,1,8,2,1,0.1393,0.1393,1.1142,0.0,718
2017-03-01,8-K,0001193125-17-064019,1,3,2,2,1,0.2564,0.7692,0.5128,-0.5128,390
2017-03-03,8-K,0001193125-17-069853,1,1,2,2,1,0.2833,0.2833,0.5666,0.0,353
2017-05-02,8-K,0001628280-17-004663,3,1,11,2,3,0.8287,0.2762,3.0387,0.5525,362
2017-05-03,10-Q,0001628280-17-004790,158,97,129,39,24,1.9434,1.1931,1.5867,0.7503,8130
2017-05-11,8-K,0001193125-17-167400,4,1,19,2,1,0.6431,0.1608,3.0547,0.4823,622
2017-05-24,8-K,0001193125-17-181867,4,1,15,2,1,0.8529,0.2132,3.1983,0.6397,469
2017-06-20,8-K,0001193125-17-208226,4,1,7,2,1,0.9009,0.2252,1.5766,0.6757,444
2017-08-01,8-K,0000320193-17-000006,3,1,7,2,3,0.8287,0.2762,1.9337,0.5525,362
2017-08-02,10-Q,0000320193-17-000009,157,97,131,38,24,1.8975,1.1723,1.5833,0.7252,8274
2017-08-18,8-K,0001193125-17-262261,4,1,7,2,1,0.8909,0.2227,1.559,0.6682,449
2017-09-12,8-K,0001193125-17-282809,4,1,7,2,1,0.7874,0.1969,1.378,0.5906,508
2017-10-12,8-K,0001193125-17-308859,3,1,9,2,1,1.0563,0.3521,3.169,0.7042,284
2017-11-02,8-K,0000320193-17-000067,3,1,7,2,3,0.8287,0.2762,1.9337,0.5525,362
2017-11-03,10-K,0000320193-17-000070,9,5,28,3,6,0.91,0.5056,2.8311,0.4044,989
2017-11-13,8-K,0001193125-17-341015,4,1,9,2,1,0.703,0.1757,1.5817,0.5272,569
2018-02-01,8-K,0000320193-18-000005,3,1,7,2,3,0.8287,0.2762,1.9337,0.5525,362
2018-02-02,10-Q,0000320193-18-000007,167,102,138,41,25,1.9462,1.1887,1.6082,0.7575,8581
2018-02-14,8-K,0001193125-18-045761,3,6,10,2,1,0.7979,1.5957,2.6596,-0.7979,376
2018-05-01,8-K,0000320193-18-000067,3,1,11,2,3,0.8219,0.274,3.0137,0.5479,365
2018-05-02,10-Q,0000320193-18-000070,168,115,124,29,25,1.944,1.3307,1.4349,0.6133,8642
2018-05-07,8-K,0001193125-18-154515,4,2,8,14,2,1.2346,0.6173,2.4691,0.6173,324
2018-07-31,8-K,0000320193-18-000098,3,1,7,2,3,0.8264,0.2755,1.9284,0.551,363
2018-08-01,10-Q,0000320193-18-000100,177,117,133,34,25,2.0041,1.3247,1.5059,0.6793,8832
2018-11-01,8-K,0000320193-18-000142,3,1,7,2,3,0.8264,0.2755,1.9284,0.551,363
2018-11-05,10-K,0000320193-18-000145,9,5,26,3,6,0.925,0.5139,2.6721,0.4111,973
2019-01-02,8-K,0000320193-19-000002,3,1,7,2,3,0.8824,0.2941,2.0588,0.5882,340
2019-01-29,8-K,0000320193-19-000007,3,1,7,2,3,0.885,0.295,2.0649,0.59,339
2019-01-30,10-Q,0000320193-19-000010,179,120,137,56,34,1.8154,1.217,1.3895,0.5984,9860
2019-02-06,8-K,0000320193-19-000026,3,1,8,2,1,1.0638,0.3546,2.8369,0.7092,282
2019-03-04,8-K,0000320193-19-000032,3,8,7,3,1,0.7752,2.0672,1.8088,-1.292,387
2019-04-30,8-K,0000320193-19-000063,3,1,7,2,3,0.885,0.295,2.0649,0.59,339
2019-05-01,10-Q,0000320193-19-000066,179,126,133,54,35,1.7416,1.2259,1.294,0.5157,10278
2019-07-30,8-K,0000320193-19-000073,4,1,7,2,3,0.9346,0.2336,1.6355,0.7009,428
2019-07-31,10-Q,0000320193-19-000076,179,123,133,55,35,1.723,1.1839,1.2802,0.539,10389
2019-09-11,8-K,0001193125-19-242975,5,1,7,2,1,0.8636,0.1727,1.209,0.6908,579
2019-09-13,8-K,0000320193-19-000093,4,1,7,2,1,1.1236,0.2809,1.9663,0.8427,356
2019-10-30,8-K,0000320193-19-000117,4,1,7,2,3,0.8929,0.2232,1.5625,0.6696,448
2019-10-31,10-K,0000320193-19-000119,8,5,24,3,6,0.7561,0.4726,2.2684,0.2836,1058
2019-11-15,8-K,0001193125-19-292676,5,1,7,2,1,0.9488,0.1898,1.3283,0.759,527
2020-01-28,8-K,0000320193-20-000008,4,1,7,2,3,0.8621,0.2155,1.5086,0.6466,464
2020-01-29,10-Q,0000320193-20-000010,221,145,162,50,39,1.618,1.0616,1.186,0.5564,13659
2020-02-18,8-K,0001193125-20-039203,4,1,7,2,3,1.0417,0.2604,1.8229,0.7812,384
2020-02-27,8-K,0001193125-20-050884,4,3,7,2,1,0.8715,0.6536,1.5251,0.2179,459
2020-04-30,8-K,0000320193-20-000050,4,1,7,2,3,0.8621,0.2155,1.5086,0.6466,464
2020-05-01,10-Q,0000320193-20-000052,223,168,174,59,45,1.4404,1.0851,1.1239,0.3553,15482
2020-05-11,8-K,0001193125-20-139112,5,1,15,2,1,0.8696,0.1739,2.6087,0.6957,575
2020-07-30,8-K,0000320193-20-000060,4,1,7,2,3,0.8584,0.2146,1.5021,0.6438,466
2020-07-31,10-Q,0000320193-20-000062,230,155,177,60,41,1.5205,1.0247,1.1701,0.4958,15127
2020-08-07,8-K,0001193125-20-213158,7,3,7,2,2,1.7766,0.7614,1.7766,1.0152,394
2020-08-20,8-K,0001193125-20-225672,6,1,7,2,1,1.0563,0.1761,1.2324,0.8803,568
2020-10-29,8-K,0000320193-20-000094,4,1,7,2,3,0.8403,0.2101,1.4706,0.6303,476
2020-10-30,10-K,0000320193-20-000096,5,0,15,2,6,0.5889,0.0,1.7668,0.5889,849
2021-01-05,8-K,0001193125-21-001982,4,2,11,2,2,0.8493,0.4246,2.3355,0.4246,471
2021-01-27,8-K,0000320193-21-000009,4,1,7,2,3,0.8403,0.2101,1.4706,0.6303,476
2021-01-28,10-Q,0000320193-21-000010,220,133,155,73,40,1.6794,1.0153,1.1832,0.6641,13100
2021-02-08,8-K,0001193125-21-032394,5,1,7,2,1,0.8292,0.1658,1.1609,0.6633,603
2021-02-24,8-K,0001193125-21-054710,5,3,7,2,1,1.2723,0.7634,1.7812,0.5089,393
